Loan_ID,Customer_ID,Purpose_Category,Purpose,State,Employment_Title,Employment_Level,Emp_Length_Years,Home_Ownership,Annual_Income,Income_Group,Income_Verification_Status,Verified_Income_Flag,Debt_to_Income_Ratio,DTI_Category,Total_Credit_Account,Loan_Amount,Loan_Size_Category,Interest_Rate,Interest_Rate_Category,EMI_Amount,Loan_Term_Months,Loan_Term_Category,Loan_Grade,Loan_Sub_Grade,Loan_Issue_Date,Last_Credit_Check_Date,Last_Payment_Date,Next_Payment_Due_Date,Loan_to_Income_Ratio,EMI_to_Income_Ratio,Total_Payment,Loan_Recovered_Percent,Loan_Recovery_Category,Loan_Status,Profit_Status,Risk_Score,Risk_Category,Risk_Aggregation,Data_Validation_Flag
676925,864961,Personal,Debt Consolidation,CA,Thrillist.Com,Fresher,1,Rent,130000,Middle (75-150K),Source Verified,1,0.0808,Low ( ≤10),14,6000,Medium (5-15K),0.1862,Medium (10-20),154.4,60,Long Term,F,F2,2021-02-11,2021-11-14,2021-06-14,2021-07-14,0.046153846,0.014252308,6437,1.072833333,Fully Recovered (≥100),Charged Off,Profit,0.63381999,Moderate,4.25927033,Valid
741724,939706,Personal,Debt Consolidation,MA,Molisse Realty Group,Junior,3,Rent,60000,Lower Middle (25-75K),Source Verified,1,0.1928,Medium (10-20),13,15000,Medium (5-15K),0.2294,High (>20),322.39,60,Long Term,F,F5,2021-06-11,2021-04-16,2021-03-12,2021-04-12,0.25,0.064478,2893,0.192866667,Poor Recovery (<25),Charged Off,Loss,0.844877976,High,5.67758,Invalid
782129,985073,Personal,Debt Consolidation,CA,Billabong Usa,Fresher,0,Rent,50000,Lower Middle (25-75K),Source Verified,1,0.1231,Medium (10-20),27,18000,Large (>15K),0.2182,High (>20),344.65,60,Long Term,F,F2,2021-06-11,2021-03-14,2021-09-13,2021-10-13,0.36,0.082716,10510,0.583888889,Partially Recovered (25-75),Charged Off,Loss,0.843459184,High,5.668045714,Valid
848559,1060176,Personal,Debt Consolidation,SC,Okonite,Fresher,1,Rent,37000,Lower Middle (25-75K),Source Verified,1,0.0817,Low ( ≤10),9,16400,Large (>15K),0.2248,High (>20),457.44,60,Long Term,G,G2,2021-08-11,2021-05-16,2021-01-12,2021-02-12,0.443243243,0.148358919,1846,0.112560976,Poor Recovery (<25),Charged Off,Loss,0.968953162,High,6.511365251,Invalid
598126,767696,Personal,Debt Consolidation,FL,Brevard County Clerk Of Courts,Senior,10,Rent,24000,Low (<25K),Source Verified,1,0.045,Low ( ≤10),9,6000,Medium (5-15K),0.2016,High (>20),159.5,60,Long Term,G,G1,2021-10-10,2021-09-13,2021-04-13,2021-05-13,0.25,0.07975,4864,0.810666667,Mostly Recovered (75-100),Charged Off,Loss,0.917995323,High,6.168928571,Invalid
803805,1009603,Personal,Debt Consolidation,VA,Us Army,Senior,10,Rent,60000,Lower Middle (25-75K),Source Verified,1,0.229,High (>20),10,20000,Large (>15K),0.2248,High (>20),557.86,60,Long Term,G,G2,2021-07-11,2021-03-12,2021-10-11,2021-11-11,0.333333333,0.111572,2547,0.12735,Poor Recovery (<25),Charged Off,Loss,0.995495465,High,6.689729524,Valid
641768,821488,Personal,Debt Consolidation,NY,On Deck Capital,Fresher,0,Rent,55000,Lower Middle (25-75K),Source Verified,1,0.226,High (>20),9,15250,Large (>15K),0.2003,High (>20),404.29,60,Long Term,G,G2,2021-01-11,2021-04-16,2021-03-12,2021-04-12,0.277272727,0.088208727,5680,0.372459016,Partially Recovered (25-75),Charged Off,Loss,0.97385865,High,6.54433013,Valid
656828,840042,Personal,Debt Consolidation,SC,Colliers International,Junior,2,Rent,36000,Lower Middle (25-75K),Source Verified,1,0.1253,Medium (10-20),12,15000,Medium (5-15K),0.2011,High (>20),398.33,60,Long Term,G,G1,2021-02-11,2021-07-14,2021-03-14,2021-04-14,0.416666667,0.132776667,15481,1.032066667,Fully Recovered (≥100),Charged Off,Profit,0.901517149,High,6.058195238,Valid
1031468,1261116,Personal,Debt Consolidation,FL,Columbia Hospital,Fresher,1,Rent,45600,Lower Middle (25-75K),Source Verified,1,0.2368,High (>20),44,14825,Medium (5-15K),0.2352,High (>20),422.37,60,Long Term,G,G3,2021-11-11,2021-08-12,2021-04-12,2021-05-12,0.325109649,0.11115,2184,0.147318718,Poor Recovery (<25),Charged Off,Loss,0.848293143,High,5.700529919,Invalid
656918,840155,Personal,Debt Consolidation,NJ,Ocean Health Initiatives,Junior,3,Rent,40000,Lower Middle (25-75K),Source Verified,1,0.1365,Medium (10-20),18,15000,Medium (5-15K),0.2011,High (>20),398.33,60,Long Term,G,G1,2021-01-11,2021-03-14,2021-11-13,2021-12-13,0.375,0.119499,14026,0.935066667,Mostly Recovered (75-100),Charged Off,Loss,0.892883291,High,6.000175714,Valid
520417,672800,Personal,Debt Consolidation,PA,Conicelli Toyota,Mid,7,Rent,23000,Low (<25K),Source Verified,1,0.1273,Medium (10-20),9,8500,Medium (5-15K),0.2053,High (>20),227.72,60,Long Term,G,G2,2021-06-10,2021-11-10,2021-07-10,2021-08-10,0.369565217,0.118810435,605,0.071176471,Poor Recovery (<25),Charged Off,Loss,0.991834701,High,6.665129193,Valid
572971,737013,Personal,Debt Consolidation,UT,Acs,Junior,3,Rent,26000,Lower Middle (25-75K),Source Verified,1,0.0221,Low ( ≤10),15,4500,Small (<5K),0.1595,Medium (10-20),109.32,60,Long Term,D,D4,2021-09-10,2021-09-11,2021-04-11,2021-05-11,0.173076923,0.050455385,951,0.211333333,Poor Recovery (<25),Charged Off,Loss,0.628518936,Moderate,4.223647253,Invalid
853571,1065744,Personal,Debt Consolidation,AZ,La Stalla,Junior,2,Mortgage,36000,Lower Middle (25-75K),Source Verified,1,0.2057,High (>20),23,13500,Medium (5-15K),0.1199,Medium (10-20),207.39,60,Long Term,B,B5,2021-08-11,2021-08-15,2021-09-15,2021-10-15,0.375,0.06913,9955,0.737407407,Partially Recovered (25-75),Charged Off,Loss,0.702973002,High,4.723978571,Valid
1054445,1286076,Personal,Debt Consolidation,IL,Look After Hair Company,Mid,8,Mortgage,35000,Lower Middle (25-75K),Source Verified,1,0.1313,Medium (10-20),20,12200,Medium (5-15K),0.1427,Medium (10-20),242.28,60,Long Term,C,C2,2021-12-11,2021-06-14,2021-01-14,2021-02-14,0.348571429,0.083067429,7027,0.575983607,Partially Recovered (25-75),Charged Off,Loss,0.696159621,High,4.678192653,Invalid
680422,869154,Personal,Debt Consolidation,NH,Intelitek Inc.,Junior,3,Mortgage,34216,Lower Middle (25-75K),Source Verified,1,0.1094,Medium (10-20),8,7800,Medium (5-15K),0.1528,Medium (10-20),186.71,60,Long Term,D,D3,2021-02-11,2021-10-14,2021-05-14,2021-06-14,0.227963526,0.065481646,7565,0.969871795,Mostly Recovered (75-100),Charged Off,Loss,0.756639323,High,5.084616253,Valid
892064,1108939,Personal,Debt Consolidation,NY,Global Crossing,Senior,10,Mortgage,103000,Middle (75-150K),Source Verified,1,0.095,Low ( ≤10),25,14000,Medium (5-15K),0.1677,Medium (10-20),346.21,60,Long Term,D,D2,2021-09-11,2021-05-16,2021-10-12,2021-11-12,0.13592233,0.040335146,4154,0.296714286,Partially Recovered (25-75),Charged Off,Loss,0.61853791,Moderate,4.156574757,Valid
767989,969189,Personal,Debt Consolidation,NY,Town Of Islip,Mid,8,Mortgage,65000,Lower Middle (25-75K),Source Verified,1,0.132,Medium (10-20),26,18000,Large (>15K),0.1649,Medium (10-20),442.43,60,Long Term,D,D3,2021-05-11,2021-04-16,2021-01-12,2021-02-12,0.276923077,0.081679385,3094,0.171888889,Poor Recovery (<25),Charged Off,Loss,0.707837258,High,4.756666374,Invalid
524680,678872,Personal,Debt Consolidation,OH,Franklin County,Mid,9,Mortgage,46000,Lower Middle (25-75K),Source Verified,1,0.2147,High (>20),21,15000,Medium (5-15K),0.1558,Medium (10-20),361.44,60,Long Term,D,D3,2021-06-10,2021-05-16,2021-10-11,2021-11-11,0.326086957,0.094288696,5775,0.385,Partially Recovered (25-75),Charged Off,Loss,0.757504991,High,5.09043354,Valid
783962,987126,Personal,Debt Consolidation,FL,Columbia Bank,Senior,10,Mortgage,70000,Lower Middle (25-75K),Source Verified,1,0.1123,Medium (10-20),46,8000,Medium (5-15K),0.1649,Medium (10-20),196.64,60,Long Term,D,D3,2021-06-11,2021-05-16,2021-12-11,2022-01-11,0.114285714,0.033709714,4480,0.56,Partially Recovered (25-75),Charged Off,Loss,0.574408892,Moderate,3.860027755,Valid
609918,782274,Personal,Debt Consolidation,WA,Edmonds Community College,Senior,10,Mortgage,80000,Middle (75-150K),Source Verified,1,0.1932,Medium (10-20),28,14000,Medium (5-15K),0.152,Medium (10-20),334.54,60,Long Term,D,D4,2021-11-10,2021-05-16,2021-07-11,2021-08-11,0.175,0.050181,2675,0.191071429,Poor Recovery (<25),Charged Off,Loss,0.671744685,High,4.514124286,Invalid
543363,701037,Personal,Debt Consolidation,CA,Kb Home,Mid,8,Mortgage,110000,Middle (75-150K),Source Verified,1,0.0636,Low ( ≤10),24,12000,Medium (5-15K),0.1719,Medium (10-20),299.46,60,Long Term,E,E3,2021-07-10,2021-04-13,2021-09-12,2021-10-12,0.109090909,0.032668364,8246,0.687166667,Partially Recovered (25-75),Charged Off,Loss,0.622234539,Moderate,4.181416104,Valid
742259,940307,Personal,Debt Consolidation,OR,City Of Beaverton,Senior,10,Mortgage,92000,Middle (75-150K),Source Verified,1,0.2061,High (>20),46,28800,Large (>15K),0.1969,Medium (10-20),534.99,60,Long Term,E,E5,2021-05-11,2021-05-16,2021-02-14,2021-03-14,0.313043478,0.069781304,17118,0.594375,Partially Recovered (25-75),Charged Off,Loss,0.662133429,High,4.449536646,Invalid
985127,1208604,Personal,Debt Consolidation,MI,Engineered Machined Products,Senior,10,Mortgage,85000,Middle (75-150K),Source Verified,1,0.2496,High (>20),25,12000,Medium (5-15K),0.1991,Medium (10-20),317.33,60,Long Term,E,E4,2021-10-11,2021-05-16,2021-03-13,2021-04-13,0.141176471,0.044799529,5394,0.4495,Partially Recovered (25-75),Charged Off,Loss,0.712442277,High,4.787612101,Invalid
626116,802329,Personal,Debt Consolidation,TX,State Of Texas,Fresher,1,Mortgage,35000,Lower Middle (25-75K),Source Verified,1,0.1454,Medium (10-20),19,6000,Medium (5-15K),0.1632,Medium (10-20),146.94,60,Long Term,E,E2,2021-12-10,2021-03-12,2021-10-11,2021-11-11,0.171428571,0.050379429,1708,0.284666667,Partially Recovered (25-75),Charged Off,Loss,0.705901118,High,4.74365551,Invalid
710743,903527,Personal,Debt Consolidation,OH,Lykins Oil,Junior,4,Mortgage,49000,Lower Middle (25-75K),Source Verified,1,0.0792,Low ( ≤10),15,16000,Large (>15K),0.1714,Medium (10-20),398.85,60,Long Term,E,E3,2021-04-11,2021-05-16,2021-08-11,2021-09-11,0.326530612,0.097677551,1195,0.0746875,Poor Recovery (<25),Charged Off,Loss,0.726715431,High,4.883527697,Valid
1032352,1262015,Personal,Debt Consolidation,CA,Unknown,Mid,6,Mortgage,100000,Middle (75-150K),Source Verified,1,0.0119,Low ( ≤10),4,30000,Large (>15K),0.2167,High (>20),822.95,60,Long Term,F,F3,2021-12-11,2021-01-15,2021-11-14,2021-12-14,0.3,0.098754,29013,0.9671,Mostly Recovered (75-100),Charged Off,Loss,0.836481293,High,5.621154286,Invalid
989253,1213209,Personal,Debt Consolidation,IL,Chicago Park District,Senior,10,Mortgage,115000,Middle (75-150K),Source Verified,1,0.0401,Low ( ≤10),25,24000,Large (>15K),0.2089,High (>20),647.8,60,Long Term,F,F1,2021-10-11,2021-08-12,2021-04-12,2021-05-12,0.208695652,0.067596522,4031,0.167958333,Poor Recovery (<25),Charged Off,Loss,0.743835404,High,4.998573913,Invalid
684855,874377,Personal,Debt Consolidation,MI,Sherwood Foods,Senior,10,Mortgage,75000,Middle (75-150K),Source Verified,1,0.1531,Medium (10-20),15,20000,Large (>15K),0.2048,High (>20),535.24,60,Long Term,G,G2,2021-02-11,2021-12-13,2021-01-13,2021-02-13,0.266666667,0.0856384,12656,0.6328,Partially Recovered (25-75),Charged Off,Loss,0.835631406,High,5.615443048,Invalid
554275,714023,Personal,Debt Consolidation,FL,Quick Stop Oil Change & Tune Up,Mid,6,Own,48000,Lower Middle (25-75K),Source Verified,1,0.2045,High (>20),31,18000,Large (>15K),0.1632,Medium (10-20),440.8,60,Long Term,D,D5,2021-08-10,2021-05-16,2021-01-11,2021-02-11,0.375,0.1102,2967,0.164833333,Poor Recovery (<25),Charged Off,Loss,0.769031675,High,5.167892857,Invalid
847715,1043713,Personal,Debt Consolidation,MA,Cape Cod Hospital,Senior,10,Own,41000,Lower Middle (25-75K),Source Verified,1,0.0822,Low ( ≤10),12,14000,Medium (5-15K),0.2062,High (>20),375.77,60,Long Term,F,F2,2021-08-11,2021-04-14,2021-12-13,2022-01-13,0.341463415,0.109981463,11066,0.790428571,Mostly Recovered (75-100),Charged Off,Loss,0.834214161,High,5.605919164,Valid
535269,691671,Personal,Debt Consolidation,LA,Assumption Parish School Board,Senior,10,Rent,116000,Middle (75-150K),Source Verified,1,0.0952,Low ( ≤10),18,8400,Medium (5-15K),0.1112,Medium (10-20),183.14,60,Long Term,B,B3,2021-07-10,2021-08-15,2021-03-15,2021-04-15,0.072413793,0.018945517,10385,1.236309524,Fully Recovered (≥100),Charged Off,Profit,0.548608228,Moderate,3.686647291,Invalid
883572,1098791,Personal,Debt Consolidation,OR,West Coast Trust,Fresher,0,Rent,34560,Lower Middle (25-75K),Source Verified,1,0.0712,Low ( ≤10),10,12000,Medium (5-15K),0.1349,Medium (10-20),276.06,60,Long Term,C,C1,2021-09-11,2021-05-16,2021-07-13,2021-08-13,0.347222222,0.095854167,5796,0.483,Partially Recovered (25-75),Charged Off,Loss,0.750197232,High,5.041325397,Invalid
711082,903939,Personal,Debt Consolidation,MD,Paychex Inc,Senior,10,Rent,59000,Lower Middle (25-75K),Source Verified,1,0.2018,High (>20),30,9600,Medium (5-15K),0.1491,Medium (10-20),227.94,60,Long Term,D,D2,2021-03-11,2021-01-12,2021-10-11,2021-11-11,0.162711864,0.046360678,3515,0.366145833,Partially Recovered (25-75),Charged Off,Loss,0.701253027,High,4.712420339,Valid
623893,799544,Personal,Debt Consolidation,NY,Correctnet Inc.,Junior,5,Rent,42000,Lower Middle (25-75K),Source Verified,1,0.2249,High (>20),38,10000,Medium (5-15K),0.152,Medium (10-20),238.96,60,Long Term,D,D4,2021-12-10,2021-05-16,2021-07-15,2021-08-15,0.238095238,0.068274286,12898,1.2898,Fully Recovered (≥100),Charged Off,Profit,0.73441367,High,4.935259864,Invalid
858414,1070992,Personal,Debt Consolidation,MD,Bodysmith,Fresher,0,Rent,53000,Lower Middle (25-75K),Source Verified,1,0.1694,Medium (10-20),20,12000,Medium (5-15K),0.1649,Medium (10-20),294.96,60,Long Term,D,D3,2021-08-11,2021-05-16,2021-02-12,2021-03-12,0.226415094,0.066783396,1470,0.1225,Poor Recovery (<25),Charged Off,Loss,0.708010204,High,4.757828571,Invalid
844375,1055299,Personal,Debt Consolidation,AL,The Home Depot Rdc 5086,Junior,2,Rent,40000,Lower Middle (25-75K),Source Verified,1,0.1302,Medium (10-20),11,2600,Small (<5K),0.1749,Medium (10-20),65.31,60,Long Term,D,D5,2021-08-11,2021-05-16,2021-02-12,2021-03-12,0.065,0.019593,1327,0.510384615,Partially Recovered (25-75),Charged Off,Loss,0.641254464,Moderate,4.30923,Invalid
747349,946270,Personal,Debt Consolidation,VA,Portfolio Recovery Associates,Junior,3,Rent,84500,Middle (75-150K),Source Verified,1,0.1044,Medium (10-20),17,24575,Large (>15K),0.1749,Medium (10-20),617.25,60,Long Term,D,D5,2021-05-11,2021-03-12,2021-10-11,2021-11-11,0.290828402,0.087656805,4130,0.168056968,Poor Recovery (<25),Charged Off,Loss,0.671468636,High,4.512269231,Valid
723487,918478,Personal,Debt Consolidation,PA,Us Postal Service,Senior,10,Rent,52400,Lower Middle (25-75K),Source Verified,1,0.1603,Medium (10-20),31,27300,Large (>15K),0.1751,Medium (10-20),685.99,60,Long Term,E,E4,2021-04-11,2021-05-16,2021-06-11,2021-07-11,0.520992366,0.157096947,1368,0.05010989,Poor Recovery (<25),Charged Off,Loss,0.822632273,High,5.528088877,Valid
783020,986090,Personal,Debt Consolidation,NV,Bct Printing,Senior,10,Rent,40000,Lower Middle (25-75K),Source Verified,1,0.2052,High (>20),21,12000,Medium (5-15K),0.1879,Medium (10-20),309.91,60,Long Term,E,E3,2021-06-11,2021-05-16,2021-12-11,2022-01-11,0.3,0.092973,1543,0.128583333,Poor Recovery (<25),Charged Off,Loss,0.773351616,High,5.196922857,Valid
715522,909162,Personal,Debt Consolidation,OK,Selectforce Inc.,Mid,9,Rent,40300,Lower Middle (25-75K),Source Verified,1,0.1694,Medium (10-20),14,8000,Medium (5-15K),0.1714,Medium (10-20),199.43,60,Long Term,E,E3,2021-03-11,2021-05-16,2021-07-11,2021-08-11,0.198511166,0.059383623,597,0.074625,Poor Recovery (<25),Charged Off,Loss,0.724971198,High,4.871806452,Valid
864177,1077339,Personal,Debt Consolidation,WI,Ttm Technologies,Senior,10,Rent,40000,Lower Middle (25-75K),Source Verified,1,0.1203,Medium (10-20),10,12000,Medium (5-15K),0.1969,Medium (10-20),315.87,60,Long Term,E,E5,2021-08-11,2021-05-12,2021-06-12,2021-07-12,0.3,0.094761,2842,0.236833333,Poor Recovery (<25),Charged Off,Loss,0.812419643,High,5.45946,Invalid
854208,1066441,Personal,Debt Consolidation,MD,"John. J. Kirlin,Llc",Junior,3,Rent,120000,Middle (75-150K),Source Verified,1,0.1863,Medium (10-20),22,35000,Large (>15K),0.2136,High (>20),599.64,60,Long Term,F,F4,2021-08-11,2021-04-13,2021-11-12,2021-12-12,0.291666667,0.059964,9464,0.2704,Partially Recovered (25-75),Charged Off,Loss,0.818183744,High,5.498194762,Valid
812407,1019563,Personal,Debt Consolidation,NY,1199Seiu Benefit And Pension Funds,Senior,10,Rent,67000,Lower Middle (25-75K),Source Verified,1,0.063,Low ( ≤10),25,11200,Medium (5-15K),0.2174,High (>20),307.68,60,Long Term,F,F5,2021-07-11,2021-05-16,2021-09-11,2021-10-11,0.167164179,0.055106866,815,0.072767857,Poor Recovery (<25),Charged Off,Loss,0.770298127,High,5.176403412,Valid
884603,1100044,Personal,Debt Consolidation,CA,"Knight Industrial Supply,Inc.",Senior,10,Mortgage,75000,Middle (75-150K),Source Verified,1,0.1189,Medium (10-20),31,12600,Medium (5-15K),0.079,Low (≤10),254.88,60,Long Term,A,A4,2021-09-11,2021-02-15,2021-02-15,2021-03-15,0.168,0.0407808,14980,1.188888889,Fully Recovered (≥100),Fully Paid,Profit,0.486046259,Moderate,3.266230857,Invalid
525906,680425,Personal,Debt Consolidation,MA,Unviersity Of Massachsuetts,Senior,10,Mortgage,65000,Lower Middle (25-75K),Source Verified,1,0.0434,Low ( ≤10),48,3500,Small (<5K),0.0751,Low (≤10),70.15,60,Long Term,A,A4,2021-06-10,2021-05-16,2021-05-14,2021-06-14,0.053846154,0.012950769,4170,1.191428571,Fully Recovered (≥100),Fully Paid,Profit,0.376236591,Moderate,2.52830989,Invalid
854552,1066810,Personal,Debt Consolidation,NM,Stelzner Law Firm,Senior,10,Mortgage,56700,Lower Middle (25-75K),Source Verified,1,0.2019,High (>20),24,13000,Medium (5-15K),0.0849,Low (≤10),266.66,60,Long Term,A,A5,2021-08-11,2021-05-16,2021-06-14,2021-07-14,0.229276896,0.056435979,15332,1.179384615,Fully Recovered (≥100),Fully Paid,Profit,0.569151624,Moderate,3.824698917,Invalid
666530,852143,Personal,Debt Consolidation,GA,Unknown,Senior,10,Mortgage,72000,Lower Middle (25-75K),Source Verified,1,0.054,Low ( ≤10),34,7200,Medium (5-15K),0.0766,Low (≤10),144.83,60,Long Term,A,A5,2021-02-11,2021-03-13,2021-02-13,2021-03-13,0.1,0.024138333,8121,1.127916667,Fully Recovered (≥100),Fully Paid,Profit,0.468489938,Moderate,3.148252381,Valid
866441,1079866,Personal,Debt Consolidation,AL,Capstone Process Systems,Senior,10,Mortgage,48000,Lower Middle (25-75K),Source Verified,1,0.1335,Medium (10-20),17,15000,Medium (5-15K),0.0849,Low (≤10),307.68,60,Long Term,A,A5,2021-09-11,2021-12-13,2021-12-13,2022-01-13,0.3125,0.07692,17334,1.1556,Fully Recovered (≥100),Fully Paid,Profit,0.564259673,Moderate,3.791825,Valid
577724,742877,Personal,Debt Consolidation,IL,Agrisolutions Inc,Junior,5,Mortgage,50000,Lower Middle (25-75K),Source Verified,1,0.2141,High (>20),23,10000,Medium (5-15K),0.0617,Low (≤10),116.96,60,Long Term,A,A3,2021-11-10,2021-11-15,2021-11-15,2021-12-15,0.2,0.0280704,7017,0.7017,Partially Recovered (25-75),Fully Paid,Loss,0.556832653,Moderate,3.741915429,Valid
600628,770866,Personal,Debt Consolidation,CA,Insignia Environmental,Junior,5,Mortgage,100000,Middle (75-150K),Source Verified,1,0.0302,Low ( ≤10),8,16000,Large (>15K),0.0691,Low (≤10),316.15,60,Long Term,A,A5,2021-10-10,2021-07-13,2021-08-11,2021-09-11,0.16,0.037938,16782,1.048875,Fully Recovered (≥100),Fully Paid,Profit,0.520041667,Moderate,3.49468,Invalid
603952,774917,Personal,Debt Consolidation,NC,Durham Va Medical Center,Junior,5,Mortgage,210000,Upper Middle (150-300K),Source Verified,1,0.0054,Low ( ≤10),46,20000,Large (>15K),0.0691,Low (≤10),258.84,60,Long Term,A,A5,2021-11-10,2021-03-14,2021-03-14,2021-04-14,0.095238095,0.014790857,15207,0.76035,Mostly Recovered (75-100),Fully Paid,Loss,0.309038063,Low,2.076735782,Invalid
862364,1075398,Personal,Debt Consolidation,GA,Canvas Systems,Mid,6,Mortgage,65000,Lower Middle (25-75K),Source Verified,1,0.096,Low ( ≤10),33,12000,Medium (5-15K),0.0749,Low (≤10),240.4,60,Long Term,A,A4,2021-08-11,2021-05-16,2021-11-12,2021-12-12,0.184615385,0.044381538,12953,1.079416667,Fully Recovered (≥100),Fully Paid,Profit,0.510693354,Moderate,3.431859341,Valid
854351,1066591,Personal,Debt Consolidation,PA,Lincoln Univeristy,Mid,6,Mortgage,47000,Lower Middle (25-75K),Source Verified,1,0.2574,High (>20),21,14100,Medium (5-15K),0.0849,Low (≤10),289.22,60,Long Term,A,A5,2021-08-11,2021-04-14,2021-04-14,2021-05-14,0.3,0.073843404,16524,1.171914894,Fully Recovered (≥100),Fully Paid,Profit,0.613305019,Moderate,4.121409726,Invalid
1004016,1230435,Personal,Debt Consolidation,NV,Science Applications International Corp,Mid,7,Mortgage,96000,Middle (75-150K),Source Verified,1,0.1545,Medium (10-20),30,15000,Medium (5-15K),0.089,Low (≤10),310.65,60,Long Term,A,A5,2021-11-11,2021-02-13,2021-02-13,2021-03-13,0.15625,0.03883125,16509,1.1006,Fully Recovered (≥100),Fully Paid,Profit,0.498167783,Moderate,3.3476875,Invalid
599108,768921,Personal,Debt Consolidation,SC,Bmw Maufacturing,Mid,9,Mortgage,56160,Lower Middle (25-75K),Source Verified,1,0.1382,Medium (10-20),16,12000,Medium (5-15K),0.0691,Low (≤10),237.11,60,Long Term,A,A5,2021-10-10,2021-11-14,2021-11-14,2021-12-14,0.213675214,0.05066453,14123,1.176916667,Fully Recovered (≥100),Fully Paid,Profit,0.536712345,Moderate,3.60670696,Valid
603513,774376,Personal,Debt Consolidation,PA,Erie Insurance,Junior,2,Mortgage,46000,Lower Middle (25-75K),Source Verified,1,0.0166,Low ( ≤10),30,20000,Large (>15K),0.0691,Low (≤10),395.18,60,Long Term,A,A5,2021-10-10,2021-11-15,2021-11-15,2021-12-15,0.434782609,0.103090435,23710,1.1855,Fully Recovered (≥100),Fully Paid,Profit,0.548430198,Moderate,3.685450932,Valid
606881,778535,Personal,Debt Consolidation,AZ,Berge Mazda Volkswagen,Junior,3,Mortgage,35000,Lower Middle (25-75K),Source Verified,1,0.0655,Low ( ≤10),39,18000,Large (>15K),0.0654,Low (≤10),222.29,60,Long Term,A,A4,2021-11-10,2021-12-11,2021-10-11,2021-11-11,0.514285714,0.076213714,11982,0.665666667,Partially Recovered (25-75),Fully Paid,Loss,0.572582362,Moderate,3.847753469,Invalid
609164,781378,Personal,Debt Consolidation,OH,Verizon Wireless,Junior,5,Mortgage,69240,Lower Middle (25-75K),Source Verified,1,0.1385,Medium (10-20),22,10000,Medium (5-15K),0.0691,Low (≤10),127.45,60,Long Term,A,A5,2021-11-10,2021-03-16,2021-08-15,2021-09-15,0.144425188,0.022088388,7643,0.7643,Mostly Recovered (75-100),Fully Paid,Loss,0.511808847,Moderate,3.439355451,Invalid
600237,770392,Personal,Debt Consolidation,HI,"K-Sea Hawaii,Inc.",Mid,8,Mortgage,180415.44,Upper Middle (150-300K),Source Verified,1,0.0271,Low ( ≤10),35,18000,Large (>15K),0.0617,Low (≤10),211.11,60,Long Term,A,A3,2021-10-10,2021-05-14,2021-05-14,2021-06-14,0.099769731,0.014041592,12487,0.693722222,Partially Recovered (25-75),Fully Paid,Loss,0.393193388,Moderate,2.64225957,Invalid
616339,772571,Personal,Debt Consolidation,FL,Dalyn Rug Company,Mid,8,Mortgage,70000,Lower Middle (25-75K),Source Verified,1,0.127,Medium (10-20),27,14000,Medium (5-15K),0.0691,Low (≤10),168.94,60,Long Term,A,A5,2021-11-10,2021-08-15,2021-08-15,2021-09-15,0.2,0.028961143,10129,0.7235,Partially Recovered (25-75),Fully Paid,Loss,0.520179057,Moderate,3.495603265,Invalid
603509,774372,Personal,Debt Consolidation,SC,Greenville Hospital System,Fresher,1,Mortgage,49500,Lower Middle (25-75K),Source Verified,1,0.247,High (>20),30,15800,Large (>15K),0.0691,Low (≤10),312.19,60,Long Term,A,A5,2021-10-10,2021-12-13,2021-08-11,2021-09-11,0.319191919,0.075682424,16572,1.048860759,Fully Recovered (≥100),Fully Paid,Profit,0.613235072,Moderate,4.120939683,Invalid
572227,736050,Personal,Debt Consolidation,FL,Polk County School Board,Mid,7,Mortgage,50000,Lower Middle (25-75K),Source Verified,1,0.0108,Low ( ≤10),13,6000,Medium (5-15K),0.0788,Low (≤10),121.32,60,Long Term,A,A5,2021-08-10,2021-04-14,2021-04-14,2021-05-14,0.12,0.0291168,7162,1.193666667,Fully Recovered (≥100),Fully Paid,Profit,0.455959524,Moderate,3.064048,Invalid
604843,775940,Personal,Debt Consolidation,CT,Memorial Sloan-Kettering Cancer Center,Mid,9,Mortgage,70221,Lower Middle (25-75K),Source Verified,1,0.1046,Medium (10-20),40,11500,Medium (5-15K),0.0654,Low (≤10),139.06,60,Long Term,A,A4,2021-11-10,2021-04-16,2021-01-11,2021-02-11,0.163768673,0.023763831,7177,0.624086957,Partially Recovered (25-75),Fully Paid,Loss,0.427301287,Moderate,2.871464645,Invalid
652380,833033,Personal,Debt Consolidation,LA,Warrior Energy,Fresher,1,Mortgage,66000,Lower Middle (25-75K),Source Verified,1,0.1391,Medium (10-20),17,12000,Medium (5-15K),0.1037,Medium (10-20),257.16,60,Long Term,B,B3,2021-01-11,2021-05-16,2021-01-16,2021-02-16,0.181818182,0.046756364,15429,1.28575,Fully Recovered (≥100),Fully Paid,Profit,0.629209957,Moderate,4.228290909,Valid
570293,733647,Personal,Debt Consolidation,GA,United Medical Response,Fresher,1,Mortgage,60000,Lower Middle (25-75K),Source Verified,1,0.0608,Low ( ≤10),17,15000,Medium (5-15K),0.1112,Medium (10-20),327.04,60,Long Term,B,B3,2021-09-10,2021-09-15,2021-09-15,2021-10-15,0.25,0.065408,19622,1.308133333,Fully Recovered (≥100),Fully Paid,Profit,0.616531888,Moderate,4.143094286,Valid
